,Date,Dividends
0,2010-02-12,0.595
1,2010-05-10,0.595
2,2010-08-16,0.595
3,2010-11-15,0.595
4,2011-02-14,0.6
5,2011-05-16,0.6
6,2011-08-15,0.6
7,2011-11-14,0.6
8,2012-02-13,0.605
9,2012-05-14,0.605
10,2012-08-13,0.605
11,2012-11-09,0.605
12,2013-02-11,0.615
13,2013-05-13,0.615
14,2013-08-12,0.615
15,2013-11-08,0.615
16,2014-02-10,0.63
17,2014-05-12,0.63
18,2014-08-11,0.63
19,2014-11-07,0.63
20,2015-02-13,0.65
21,2015-05-18,0.65
22,2015-08-17,0.65
23,2015-11-16,0.65
24,2016-02-12,0.67
25,2016-05-16,0.67
26,2016-08-15,0.67
27,2016-11-14,0.67
28,2017-02-13,0.69
29,2017-05-15,0.69
30,2017-08-14,0.69
31,2017-11-14,0.69
32,2018-02-13,0.715
33,2018-05-15,0.715
34,2018-08-14,0.715
35,2018-11-13,0.715
36,2019-02-12,0.74
37,2019-05-14,0.74
38,2019-08-13,0.74
39,2019-11-12,0.74
40,2020-02-18,0.765
41,2020-05-12,0.765
42,2020-08-18,0.765
43,2020-11-17,0.765
