,Date,Dividends
0,2010-01-06 00:00:00,0.3675
1,2010-04-07 00:00:00,0.3775
2,2010-07-07 00:00:00,0.3775
3,2010-10-06 00:00:00,0.3775
4,2011-01-06 00:00:00,0.3775
5,2011-04-06 00:00:00,0.3875
6,2011-07-18 00:00:00,0.3875
7,2011-10-05 00:00:00,0.3875
8,2012-01-06 00:00:00,0.3875
9,2012-04-05 00:00:00,0.4
10,2012-07-06 00:00:00,0.4
11,2012-10-05 00:00:00,0.4
12,2013-01-08 00:00:00,0.4
13,2013-04-08 00:00:00,0.42
14,2013-07-08 00:00:00,0.42
15,2013-10-08 00:00:00,0.42
16,2014-01-08 00:00:00,0.42
17,2014-04-08 00:00:00,0.44
18,2014-07-08 00:00:00,0.44
19,2014-10-08 00:00:00,0.44
20,2015-01-07 00:00:00,0.44
21,2015-01-08 00:00:00,0.44
22,2015-04-08 00:00:00,0.4625
23,2015-07-08 00:00:00,0.4625
24,2015-10-07 00:00:00,0.4625
25,2016-01-06 00:00:00,0.4625
26,2016-04-06 00:00:00,0.4875
27,2016-07-06 00:00:00,0.4875
28,2016-10-05 00:00:00,0.4875
29,2017-01-06 00:00:00,0.4875
30,2017-04-06 00:00:00,0.51
31,2017-07-06 00:00:00,0.51
32,2017-10-06 00:00:00,0.51
33,2018-01-09 00:00:00,0.51
34,2018-04-09 00:00:00,0.515
35,2018-07-09 00:00:00,0.515
36,0,0.0
