,Date,Dividends
0,2010-01-05,0.135
1,2010-04-06,0.135
2,2010-06-29,0.135
3,2010-10-05,0.135
4,2011-01-04,0.14
5,2011-04-05,0.14
6,2011-07-05,0.14
7,2011-10-04,0.14
8,2012-01-03,0.145
9,2012-04-03,0.145
10,2012-07-02,0.145
11,2012-10-02,0.145
12,2012-12-19,0.15
13,2013-04-02,0.15
14,2013-07-02,0.15
15,2013-10-01,0.15
16,2013-12-30,0.155
17,2014-04-01,0.155
18,2014-07-01,0.155
19,2014-09-30,0.155
20,2014-12-30,0.16
21,2015-03-31,0.16
22,2015-06-30,0.16
23,2015-09-29,0.16
24,2015-09-29,0.16
25,2016-01-05,0.165
26,2016-04-05,0.165
27,2016-07-05,0.165
28,2016-10-04,0.165
29,2017-01-03,0.17
30,2017-04-04,0.17
31,2017-07-03,0.17
32,2017-10-04,0.17
33,2018-01-03,0.175
34,2018-04-04,0.175
35,2018-07-03,0.175
36,2018-10-03,0.175
37,2019-01-02,0.18
38,2019-04-03,0.18
39,2019-07-03,0.18
40,2019-10-02,0.18
41,2019-12-31,0.185
42,2020-04-01,0.185
43,2020-07-01,0.185
44,2020-09-30,0.185
45,2020-09-30,0.185
