,Date,Dividends
0,2010-02-16,0.15
1,2010-05-18,0.15
2,2010-08-17,0.15
3,2010-11-16,0.15
4,2011-02-15,0.16
5,2011-05-17,0.16
6,2011-08-16,0.16
7,2011-11-15,0.175
8,2012-02-14,0.175
9,2012-05-15,0.175
10,2012-08-14,0.175
11,2012-11-13,0.175
12,2013-02-15,0.19
13,2013-05-14,0.19
14,2013-08-20,0.19
15,2013-11-12,0.19
16,2014-02-18,0.24
17,2014-05-13,0.24
18,2014-08-19,0.24
19,2014-11-18,0.24
20,2015-02-12,0.28
21,2015-05-19,0.28
22,2015-08-17,0.28
23,2015-11-16,0.28
24,2016-02-11,0.3
25,2016-05-16,0.3
26,2016-08-15,0.3
27,2016-11-14,0.3
28,2017-02-16,0.32
29,2017-05-16,0.32
30,2017-08-15,0.32
31,2017-11-15,0.32
32,2018-02-16,0.335
33,2018-05-16,0.335
34,2018-08-15,0.335
35,2018-11-21,0.335
36,2019-02-15,0.35
37,2019-05-14,0.35
38,2019-08-21,0.35
39,2019-11-20,0.35
40,2020-02-12,0.36
41,2020-05-19,0.36
42,2020-08-18,0.36
43,2020-11-18,0.36
