,Date,Dividends
0,2010-01-13 00:00:00,0.38
1,2010-04-07 00:00:00,0.42
2,2010-06-30 00:00:00,0.42
3,2010-10-06 00:00:00,0.42
4,2011-01-12 00:00:00,0.42
5,2011-04-06 00:00:00,0.47
6,2011-06-29 00:00:00,0.47
7,2011-10-05 00:00:00,0.47
8,2012-01-18 00:00:00,0.47
9,2012-04-11 00:00:00,0.51
10,2012-07-03 00:00:00,0.51
11,2012-10-03 00:00:00,0.51
12,2012-12-14 00:00:00,0.51
13,2013-04-10 00:00:00,0.56
14,0,0.0
15,2013-07-02 00:00:00,0.56
16,2013-10-09 00:00:00,0.56
17,2014-01-15 00:00:00,0.56
18,2014-04-09 00:00:00,0.62
19,2014-07-01 00:00:00,0.62
20,2014-10-08 00:00:00,0.62
21,2015-01-14 00:00:00,0.62
22,2015-04-08 00:00:00,0.69
23,2015-06-30 00:00:00,0.69
24,2015-10-07 00:00:00,0.69
25,2016-01-13 00:00:00,0.69
26,2016-04-06 00:00:00,0.76
27,2016-06-29 00:00:00,0.76
28,2016-10-05 00:00:00,0.76
29,2017-01-18 00:00:00,0.76
30,2017-04-05 00:00:00,0.84
31,2017-07-05 00:00:00,0.84
32,2017-10-05 00:00:00,0.84
33,2018-01-18 00:00:00,0.84
34,2018-04-12 00:00:00,0.93
35,2018-07-05 00:00:00,0.93
36,2018-10-04 00:00:00,0.93
37,2019-01-17 00:00:00,0.93
38,2019-04-11 00:00:00,1.02
39,2019-07-03 00:00:00,1.02
40,2019-10-10 00:00:00,1.02
41,2020-01-16 00:00:00,1.02
42,2020-04-08 00:00:00,1.1
43,2020-07-01 00:00:00,1.1
44,2020-10-08 00:00:00,1.1
